"id","token","price","market_cap","daily_hour_volume","direction","timestamp"
412,PoRTjZMPXb9T7dyU7tpLEZRQj7e6ssfAE62j2oQuc6y,0.016556,585100,205400,"",2023-09-14 23:58:22.699
413,GsNzxJfFn6zQdJGeYsupJWzUAm57Ba7335mfhWvFiE9Z,0.001174535991383389,61694.6001871334,62.99943308,down,2023-09-14 23:58:22.730
414,DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz,0.0017979849874071216,50579.1156807497,18682.36021865,down,2023-09-14 23:58:31.484
415,"51tMb3zBKDiQhNwGqpgwbavaGH54mk8fXFzxTc1xnasg",0.001277,0,0.372893,"",2023-09-14 23:58:38.525
416,"5p2zjqCd1WJzAVgcEnjhb9zWDU7b9XVhFhx4usiyN7jB",0.000845,145200,552.15,"",2023-09-14 23:58:46.416
417,BLwTnYKqf7u4qjgZrrsKeNs2EzWkMLqVCu6j8iHyrNA3,0.000386,37600,133.6,down,2023-09-14 23:59:13.213
418,Gsai2KN28MTGcSZ1gKYFswUpFpS7EM9mvdR9c8f6iVXJ,0.000999484344111,3698.09207321071,0,down,2023-09-14 23:59:13.244
419,PRT88RkA4Kg5z7pKnezeNH4mafTvtQdfFgpQTGRjz44,0.004524,0,40400,"",2023-09-14 23:59:55.921
420,FnKE9n6aGjQoNWRBZXy4RW6LZVao7qwBonUbiD7edUmZ,0.0007459655006243,48759.7813200359,92580.27078236,up,2023-09-14 23:59:55.929
421,"2Kc38rfQ49DFaKHQaWbijkE7fcymUMLY5guUiUsDmFfn",0.002664,69200,32.28,down,2023-09-15 00:00:12.217
422,JET6zMJWkCN9tpRT2v2jfAmm5VnQFDpUBCyaKojmGtz,0.00714,1100000,194.23,"",2023-09-15 00:00:19.315
423,"9nEqaUcb16sQ3Tn1psbkWqyhPdLmfHWjKGymREjsAgTE",0.0000141315224772,252996.638770115,121.41914172,down,2023-09-15 00:00:19.332
424,iVNcrNE9BRZBC9Aqf753iZiZfbszeAVUoikgT9yvr2a,0.0431,126300,0.04034831,"",2023-09-15 00:00:27.586
425,ErGB9xa24Szxbk1M28u2Tx8rKPqzL6BroNkkzk5rG4zj,0.03361514596703117,158908.442533049,758.44198465,up,2023-09-15 00:00:54.648
426,FgX1WD9WzMU3yLwXaFSarPfkgzjLb2DZCqmkx9ExpuvJ,0.006816,0,44.94,"",2023-09-15 00:01:18.370
427,"5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm",21.88,4800000,25500,"",2023-09-15 00:01:35.087
428,"5gs8nf4wojB5EXgDUWNLwXpknzgV2YWDhveAeBZpVLbp",0.01150560497391424,761314.398530141,140529.92345768,up,2023-09-15 00:01:35.118
429,GFX1ZjR2P15tmrSwow6FjyDYcEkoFb4p4gJCpLBjaxHD,0.002181,0,18900,down,2023-09-15 00:01:44.555
430,CKaKtYvz6dKPyMvYq9Rh3UBrnNqYZAyd7iF4hJtjUvks,0.010475296461305928,2863921.43557436,154919.53651025,down,2023-09-15 00:01:44.586
431,SENBBKVCM7homnf5RX9zqpf1GFe935hnbU4uVzY1Y6M ,0.001141,199100,26500,down,2023-09-15 00:01:52.837
432,Fm9rHUTF5v3hwMLbStjZXqNBBoZyGriQaFM6sTFz3K8A,0.013217459013093387,2413844.20186085,57231.48653545,up,2023-09-15 00:01:52.868
433,HCgybxq5Upy8Mccihrp7EsmwwFqYZtrHrsmsKwtGXLgW,0.021521,0,320.44,"",2023-09-15 00:02:00.067
434,APTtJyaRX5yGTsJU522N4VYWg3vCvSb65eam5GrPT5Rt,0.00014,23000,18000,down,2023-09-15 00:02:08.903
435,SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,0.43563255189633826,15493581.8737621,42808.26192421,up,2023-09-15 00:02:08.916
436,F3nefJBcejYbtdREjui1T9DPh5dBgpkKq7u2GAAMXs5B,0.0010171170935500031,1344958.72883119,54028.76312038,up,2023-09-15 00:02:18.545
437,H7Qc9APCWWGDVxGD5fJHmLTmdEgT9GFatAKFNg6sHh8A,0.000003,24000,1900,"",2023-09-15 00:02:26.429
438,"8ymi88q5DtmdNTn2sPRNFkvMkszMHuLJ1e3RVdWjPa3s",0.000009,92500,1100,down,2023-09-15 00:02:33.697
439,"3jzdrXXKxwkBk82u2eCWASZLCKoZs1LQTg87HBEAmBJw",0.0,1300,0.204929,"",2023-09-15 00:02:40.967
440,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,0.042365,8700000,104400,"",2023-09-15 00:02:48.843
441,DjPt6xxMoZx1DyyWUHGs4mwqWWX48Fwf6ZJgqv2F9qwc,0.000584,0,15.39,down,2023-09-15 00:02:55.854
442,Dhg9XnzJWzSQqH2aAnhPTEJHGQAkALDfD98MA499A7pa,0.000005,13300,0.924228,"",2023-09-15 00:03:03.679
443,"2wmKXX1xsxLfrvjEPrt2UHiqj8Gbzwxvffr9qmNjsw8g",0.005565,0,24000,"",2023-09-15 00:03:11.798
444,Uuc6hiKT9Y6ASoqs2phonGGw2LAtecfJu9yEohppzWH,0.00001,0,95.84,down,2023-09-15 00:03:20.931
445,"6JdcMdhqgCtcP4U9tieRqmKLhPLxRMLC67QfmdXAJBvZ",0.0,0.01180309,1.42,"",2023-09-15 00:03:39.471
446,"2HeykdKjzHKGm2LKHw8pDYwjKPiFEoXAz74dirhUgQvq",0.0011371407184467893,62444.1403171583,14642.99212178,up,2023-09-15 00:03:39.504
447,cxxShYRVcepDudXhe7U62QHvw8uBJoKFifmzggGKVC2,0.0000481757920136,30789.4708590755,4.18394152,up,2023-09-15 00:04:07.769
448,Aw8qLRHGhMcKq7rxs5XBNCd9oe3BvoAhpNMVz7AdGmty,0.000003,0,0.324047,"",2023-09-15 00:04:14.924
449,"4SZjjNABoqhbd4hnapbvoEPEqT8mnNkfbEoAwALf1V8t",0.048348,223800,1300,down,2023-09-15 00:04:22.279
450,sonarX4VtVkQemriJeLm6CKeW3GDMyiBnnAEMw1MRAE,0.004107,0,44900,"",2023-09-15 00:04:31.664
451,HovGjrBGTfna4dvg6exkMxXuexB3tUfEZKcut8AWowXj,0.0000298971882594,79621.8266180045,80071.42160997,down,2023-09-15 00:04:40.541
452,UNQtEecZ5Zb4gSSVHCAWUQEoNnSVEbWiKCi1v9kdUJJ,0.000558,0,24000,"",2023-09-15 00:05:00.203
453,UXPhBoR3qG4UCiGNJfV7MqhHyFqKN68g45GoYvAeL2M,0.008724,34700000,233500,down,2023-09-15 00:05:17.225
454,AAmGoPDFLG6bE82BgZWjVi8k95tj9Tf3vUN7WvtUm2BU,0.0027903454353524195,128873.038697472,77.08486549,down,2023-09-15 00:05:25.767
455,"3DHPqxdMXogNNnpqBMF8N4Zs4dn1WR31H7UjWq6FExwG",0.003083,0,100.33,"",2023-09-15 00:05:33.932
456,FNFKRV3V8DtA3gVJN6UshMiLGYA8izxFwkNWmJbFjmRj,0.00318,0,9300,"",2023-09-15 00:06:00.705
457,CH74tuRLTYcxG7qNJCsV9rghfLXJCQJbsu7i52a8F1Gn,0.0001236664409806,51990.2555086474,79259.61903313,down,2023-09-15 00:06:00.736
458,PRSMNsEPqhGVCH1TtWiJqPjJyh2cKrLostPZTNy1o5x,0.0034603139987265667,1997128.66061057,16603.14710789,up,2023-09-15 00:06:00.766
459,"6F9XriABHfWhit6zmMUYAQBSy6XK5VF1cHXuW5LDpRtC",0.000064,9400,0.099775,"",2023-09-15 00:06:08.847
460,Basis9oJw9j8cw53oMV7iqsgo6ihi9ALw4QR31rcjUJa,0.002113,0,588.14,"",2023-09-15 00:06:17.210
461,GLmaRDRmYd4u3YLfnj9eq1mrwxa1YfSweZYYZXZLTRdK,0.000002,1900,16.91,"",2023-09-15 00:06:26.404
462,"6XWfkyg5mzGtKNftSDgYjyoPyUsLRf2rafj95XSFSFrr",0.000031,13000,45.9,"",2023-09-15 00:06:35.357
463,METAmTMXwdb8gYzyCPfXXFmZZw4rUsXX58PNsDg7zjL,0.000834,0,29700,down,2023-09-15 00:07:00.702
464,AFbX8oGjGpmVFywbVouvhQSRmiW2aR1mohfahi4Y2AdB,0.009283496128966442,7712840.96649496,220341.37288266,up,2023-09-15 00:07:00.712
465,HKfs24UEDQpHS5hUyKYkHd9q7GY5UQ679q2bokeL2whu,0.004365,0,2000,"",2023-09-15 00:07:10.536
466,HBB111SCo9jkCejsZfz8Ec8nH7T6THF8KEKSnvwT6XK6,0.044365,2100000,464000,"",2023-09-15 00:08:22.605
467,SHDWyBxihqiCj6YekG2GUr7wqKLeLAMK1gHZck9pL6y,0.078555,11600000,65000,"",2023-09-15 00:08:40.264
468,"5Wsd311hY8NXQhkt9cWHwTnqafk7BGEbLu8Py3DSnPAr",0.001331,158000,87.62,"",2023-09-15 00:08:58.774
469,PsyFiqqjiv41G7o5SMRzDJCu4psptThNR2GtfeGHfSq,0.003764,759100,92300,"",2023-09-15 00:09:15.907
470,HHjoYwUp5aU6pnrvN4s2pwEErwXNZKhxKGYjRJMoBjLw,0.046125273166119876,5703032.50999841,400659.56760749,up,2023-09-15 00:09:15.919
471,"7SZUnH7H9KptyJkUhJ5L4Kee5fFAbqVgCHvt7B6wg4Xc",0.0,0,0.440297,"",2023-09-15 00:09:24.820
472,SNSNkV9zfG5ZKWQs6x4hxvBRV6s8SqMfSGCtECDvdMd,0.002489,0,178400,"",2023-09-15 00:09:49.664
473,E6UU5M1z4CvSAAF99d9wRoXsasWMEXsvHrz3JQRXtm2X,0.000002,0,89.84,down,2023-09-15 00:09:58.081
474,FsPncBfeDV3Uv9g6yyx1NnKidvUeCaAiT2NtBAPy17xg,0.000106,0,90.37,"",2023-09-15 00:10:16.467
475,HJbNXx2YMRxgfUJ6K4qeWtjatMK5KYQT1QnsCdDWywNv,0.00129,14000,12200,down,2023-09-15 00:10:24.636
476,"7kbnvuGBxxj8AG9qp8Scn56muWGaRaFqxg1FsRp3PaFT",0.999986,18000000,1000000,"",2023-09-15 00:10:49.722
477,EE5L8cMU4itTsCSuor7NLK6RZx6JhsBe8GGV3oaAHm3P,892.84,0,267.85,"",2023-09-15 00:11:49.805
478,HVkFqcMHevVPb4XKrf4XowjEaVVsBoqJ2U1EG59Dfk5j,0.0005977203985917,31927.5745959614,232928.96372937,up,2023-09-15 00:11:58.064
479,EcQCUYv57C4V6RoPxkVUiDwtX1SP8y8FP5AEToYL8Az,0.007780191133651102,3735410.07087471,1106231.71974819,up,2023-09-15 00:12:35.864
480,"56tNQ29XBrbovm5K5SThuQatjCy92w2wKUaUeQ8WCD9g",0.000001,6200,0.02225205,"",2023-09-15 00:12:43.074
481,A3HyGZqe451CBesNqieNPfJ4A9Mu332ui8ni6dobVSLB,0.000232,0,37.03,down,2023-09-15 00:14:15.004
482,BKipkearSqAUdNKa1WDstvcMjoPsSKBuNyvKDQDDu9WE,0.0002174321209539,45618.3276550114,1348.61812159,up,2023-09-15 00:14:51.681
483,Ea5SjE2Y6yvCeW5dYTn7PYMuW5ikXkvbGdcmSnXeaLjS,0.997349,7100000,91100,down,2023-09-15 00:16:57.229
484,A9mUU4qviSctJVPJdBJWkb28deg915LYJKrzQ19ji3FM,1.0,26.1,4.2,"",2023-09-15 00:17:05.359
485,DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263,0.0000001994073867,10803092.8846011,3100643.57724108,up,2023-09-15 00:21:28.199
486,"5MAYDfq5yxtudAhtfyuMBuHZjgAbaS9tbEyEQYAhDS5y",0.0018194256612242717,55239605.5200177,887044.15119393,up,2023-09-15 00:21:54.944
4569,BiDB55p4G3n1fGhwKFpxsokBMqgctL4qnZpDH1bVQxMD,0.005383023363526869,2090759.41581091,48853.37547159,down,2023-09-26 18:47:23.289
4572,"6y8W5YwAuzostqrS4YDJufBvksosfSi47Pd8U4A5vrBC",0.009721284815786251,0,150644.07974412,up,2023-09-26 18:47:23.320
4574,CRWNYkqdgvhGGae9CKfNka58j6QQkaD5bLhKXvUYqnc1,0.0017906771554071189,827636.457476525,187086.3980232,up,2023-09-26 18:47:23.336
4576,"4dmKkXNHdgYsXqBHCuMikNQWwVomZURhYvkkX5c4pQ7y",0.0020155201625849223,11337.3009145402,36543.54500755,up,2023-09-26 18:47:23.351
4578,"7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU",0.0028875061439762226,10559998.2428097,186929.8122419,down,2023-09-26 18:47:23.367
4580,AMdnw9H5DFtQwZowVFr4kUgSXJzLokKSinvgGiUoLSps,0.000021103233896,0,0,down,2023-09-26 18:47:23.383
4582,"3FoUAsGDbvTD6YZ4wVKJgTB76onJUKz7GPEBNiR5b8wc",0.0000644830190502,164485.535539517,57.71964975,up,2023-09-26 18:47:23.402
4584,TuLipcqtGVXP9XR62wM8WWCm6a9vhLs7T1uoWBk6FDs,0.8227380986360942,670700.854174818,26238.22043654,up,2023-09-26 18:47:23.417
4586,"6kwTqmdQkJd8qRr9RjSnUX9XJ24RmJRSrU1rsragP97Y",0.007671525047201318,0,20055.83832303,up,2023-09-26 18:47:23.434
4588,E5ndSkaB17Dm7CsD22dvcjfrYSDLCxFcMd6z8ddCk5wp,0.05036707600268538,0,19757.89037692,down,2023-09-26 18:47:23.450
4590,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,0.8022916955835021,0,123374.15086731,up,2023-09-26 18:47:23.466
4592,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,0.12548041049047828,19199236.766955,176842.4433786,down,2023-09-26 18:47:23.482
4594,GsNzxJfFn6zQdJGeYsupJWzUAm57Ba7335mfhWvFiE9Z,0.0016426209583060153,86281.5988825804,53.56554968,down,2023-09-26 18:47:23.498
4596,DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz,0.0015581960250036447,43833.6123793775,29256.74662784,up,2023-09-26 18:47:23.514
4598,"5p2zjqCd1WJzAVgcEnjhb9zWDU7b9XVhFhx4usiyN7jB",0.0008591331844427,0,0,down,2023-09-26 18:47:23.530
4600,GfJ3Vq2eSTYf1hJP6kKLE9RT6u7jF9gNszJhZwo5VPZp,0.0000479101867086,0,216.14390137,down,2023-09-26 18:47:23.546
4602,Gsai2KN28MTGcSZ1gKYFswUpFpS7EM9mvdR9c8f6iVXJ,0.0009995510994982,3698.33906814349,0,down,2023-09-26 18:47:23.562
4604,GEYrotdkRitGUK5UMv3aMttEhVAZLhRJMcG82zKYsaWB,0.0000000042190342,0,0.08061606,down,2023-09-26 18:47:23.578
4606,"7Zb1bGi32pfsrBkzWdqd4dFhUXwp5Nybr1zuaEwN34hy",0.000104607460696,0,51791.98652821,up,2023-09-26 18:47:23.594
2287,BiDB55p4G3n1fGhwKFpxsokBMqgctL4qnZpDH1bVQxMD,0.005421915637906818,2105865.12562691,79004.28948134,up,2023-09-15 16:09:06.719
2288,EchesyfXePKdLtoiZSL8pBe8Myagyy8ZRqsACNCFGnvp,0.1478047670506544,6611301.84934323,3699711.22491603,up,2023-09-15 16:09:17.270
2289,"8PMHT4swUMtBzgHnh5U564N5sjPSiUz2cjEQzFnnP1Fo",0.010245,64400,16.26,down,2023-09-15 16:09:33.922
2290,CRWNYkqdgvhGGae9CKfNka58j6QQkaD5bLhKXvUYqnc1,0.0016000445412947526,739527.609409171,170258.06950054,down,2023-09-15 16:09:33.931
2291,StepAscQoEioFxxWGnh2sLBDFp9d8rvKz2Yp39iDpyT,0.012923159723706341,51692.6388948254,39276.79457638,up,2023-09-15 16:09:33.941
2292,"4dmKkXNHdgYsXqBHCuMikNQWwVomZURhYvkkX5c4pQ7y",0.001966826808951611,11063.4008003528,32822.32133066,up,2023-09-15 16:09:33.951
2293,ETAtLmCmsoiEEKfNrHKJ2kYy3MoABhU6NQvpSfij5tDs,6.25,1600000,179800,down,2023-09-15 16:09:42.082
2294,"7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU",0.002967715166394283,10853333.4232592,146060.77075083,down,2023-09-15 16:09:42.090
2295,xxxxa1sKNGwFtw2kFn8XauW9xq8hBZ5kVtcSesTT9fW,0.029893398380714527,2989339.83807145,628002.2397754,down,2023-09-15 16:09:42.099
2296,AMdnw9H5DFtQwZowVFr4kUgSXJzLokKSinvgGiUoLSps,0.00002,81700,426.65,"",2023-09-15 16:09:50.418
2297,"3FoUAsGDbvTD6YZ4wVKJgTB76onJUKz7GPEBNiR5b8wc",0.0000626494784581,159808.476204115,465.74168956,down,2023-09-15 16:10:00.172
2298,DFL1zNkaGPWm1BqAVqRjCZvHmwTFrEaJtbzJWgseoNJh,0.0004013786545997,1013544.8329642,26048.5157137,down,2023-09-15 16:10:00.182
2299,TuLipcqtGVXP9XR62wM8WWCm6a9vhLs7T1uoWBk6FDs,0.867924275425769,707536.886710531,24719.56711534,up,2023-09-15 16:10:00.192
2300,GHvFFSZ9BctWsEc5nujR1MTmmJWY7tgQz2AXE6WVFtGN,0.0009,268400,208.15,down,2023-09-15 16:10:07.939
2301,"6kwTqmdQkJd8qRr9RjSnUX9XJ24RmJRSrU1rsragP97Y",0.006973,146400,297.48,"",2023-09-15 16:10:16.317
2302,"3bRTivrVsitbmCTGtqwp7hxXPsybkjn4XLNtPsHqa3zR",0.001893140145251317,517369.928389834,286465.20191634,up,2023-09-15 16:10:16.325
4608,FnKE9n6aGjQoNWRBZXy4RW6LZVao7qwBonUbiD7edUmZ,0.00075599452838,49415.3253094167,81302.07167522,down,2023-09-26 18:47:23.610
2303,E5ndSkaB17Dm7CsD22dvcjfrYSDLCxFcMd6z8ddCk5wp,0.054104,668700,17600,down,2023-09-15 16:10:24.165
2304,"4wjPQJ6PrkC4dHhYghwJzGBVP78DkBzA2U3kHoFNBuhj",0.000867,26100,19200,down,2023-09-15 16:10:32.791
2305,orcaEKTdK7LKz57vaAYr9QeNsVEPfiu6QeMU1kektZE,0.787112,18600000,89500,down,2023-09-15 16:10:40.615
2306,MangoCzJ36AjZyKwVj3VnYU4GTonjfVEnJmvvWaxLac,0.015000628790324653,15000628.7903247,126337.76232693,up,2023-09-15 16:10:40.630
2307,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,0.11879774995284902,18176750.6163788,120252.97410131,up,2023-09-15 16:10:40.645
2308,PoRTjZMPXb9T7dyU7tpLEZRQj7e6ssfAE62j2oQuc6y,0.017675,621200,213700,"",2023-09-15 16:10:48.718
2309,GsNzxJfFn6zQdJGeYsupJWzUAm57Ba7335mfhWvFiE9Z,0.0012933922164894336,67937.7356393153,29.84717544,down,2023-09-15 16:10:48.755
2310,DubwWZNWiNGMMeeQHPnMATNj77YZPZSAz2WVR5WjLJqz,0.0018063430858283832,50814.2373474382,23863.8446252,down,2023-09-15 16:10:57.578
2311,"51tMb3zBKDiQhNwGqpgwbavaGH54mk8fXFzxTc1xnasg",0.00128,0,0.191714,"",2023-09-15 16:11:06.749
2312,"5p2zjqCd1WJzAVgcEnjhb9zWDU7b9XVhFhx4usiyN7jB",0.000842,144700,598.02,"",2023-09-15 16:11:14.793
2313,BLwTnYKqf7u4qjgZrrsKeNs2EzWkMLqVCu6j8iHyrNA3,0.000386,37600,44.08,"",2023-09-15 16:11:40.522
2314,Gsai2KN28MTGcSZ1gKYFswUpFpS7EM9mvdR9c8f6iVXJ,0.0010002275204003316,3700.84182548123,0,down,2023-09-15 16:11:40.530
2315,SUNNYWgPQmFxe9wTZzNK7iPnJ3vYDrkgnxJRJm1s3ag,0.000025,149300,46800,down,2023-09-15 16:11:50.273
2316,PRT88RkA4Kg5z7pKnezeNH4mafTvtQdfFgpQTGRjz44,0.004496,0,40000,down,2023-09-15 16:12:24.313
2317,FnKE9n6aGjQoNWRBZXy4RW6LZVao7qwBonUbiD7edUmZ,0.0007792029680289,50932.3370761968,81873.77596046,down,2023-09-15 16:12:24.323
2318,"2Kc38rfQ49DFaKHQaWbijkE7fcymUMLY5guUiUsDmFfn",0.002658,69000,27.58,down,2023-09-15 16:12:42.150
2319,JET6zMJWkCN9tpRT2v2jfAmm5VnQFDpUBCyaKojmGtz,0.006964,1100000,2800,down,2023-09-15 16:12:50.270
2320,"9nEqaUcb16sQ3Tn1psbkWqyhPdLmfHWjKGymREjsAgTE",0.0000145490555113,260471.732439175,82.95712549,down,2023-09-15 16:12:50.281
2321,iVNcrNE9BRZBC9Aqf753iZiZfbszeAVUoikgT9yvr2a,0.0431,126300,0.04034831,"",2023-09-15 16:12:58.111
2322,"7dHbWXmci3dT8UFYWYZweBLXgycu7Y3iL6trKn1Y7ARj",21.02,82000000,899000,down,2023-09-15 16:13:06.780
2323,FYfQ9uaRaYvRiaEGUmct45F9WKam3BYXArTrotnTNFXF,0.000831,22600,2.49,"",2023-09-15 16:13:14.847
2324,ErGB9xa24Szxbk1M28u2Tx8rKPqzL6BroNkkzk5rG4zj,0.03524254963530721,166601.646737843,460.30690973,up,2023-09-15 16:13:23.711
2325,"2uRFEWRBQLEKpLmF8mohFZGDcFQmrkQEEZmHQvMUBvY7",0.00892,83500,427.03,down,2023-09-15 16:13:32.108
2326,FgX1WD9WzMU3yLwXaFSarPfkgzjLb2DZCqmkx9ExpuvJ,0.006729,0,99.1,"",2023-09-15 16:13:50.413
2327,"5oVNBeEEQvYi1cX3ir8Dx5n1P7pdxydbGF2X4TxVusJm",21.78,4800000,26700,down,2023-09-15 16:14:10.649
2328,"5gs8nf4wojB5EXgDUWNLwXpknzgV2YWDhveAeBZpVLbp",0.011157717910061116,738295.05870627,105728.89515192,down,2023-09-15 16:14:10.671
2329,GFX1ZjR2P15tmrSwow6FjyDYcEkoFb4p4gJCpLBjaxHD,0.00199,0,17700,down,2023-09-15 16:14:18.576
2330,CKaKtYvz6dKPyMvYq9Rh3UBrnNqYZAyd7iF4hJtjUvks,0.009527468847815714,2604787.59344102,188377.77604798,down,2023-09-15 16:14:18.584
2331,SENBBKVCM7homnf5RX9zqpf1GFe935hnbU4uVzY1Y6M ,0.001128,197000,25300,down,2023-09-15 16:14:27.366
2332,Fm9rHUTF5v3hwMLbStjZXqNBBoZyGriQaFM6sTFz3K8A,0.013146501753587253,2400885.60147713,51720.6060287,down,2023-09-15 16:14:27.375
2333,HCgybxq5Upy8Mccihrp7EsmwwFqYZtrHrsmsKwtGXLgW,0.021741,0,392.43,"",2023-09-15 16:14:34.993
2334,APTtJyaRX5yGTsJU522N4VYWg3vCvSb65eam5GrPT5Rt,0.00014,23000,18100,"",2023-09-15 16:14:44.498
2335,SLNDpmoWTVADgEdndyvWzroNL7zSi1dF9PC3xHGtPwp,0.47364536880619074,16845534.7645801,46891.50228789,up,2023-09-15 16:14:44.507
2336,"5sM9xxcBTM9rWza6nEgq2cShA87JjTBx1Cu82LjgmaEg",0.000001,0,4.56,down,2023-09-15 16:14:52.156
2337,F3nefJBcejYbtdREjui1T9DPh5dBgpkKq7u2GAAMXs5B,0.0009603624565655,1269910.68874016,58255.91746356,up,2023-09-15 16:14:52.164
2338,H7Qc9APCWWGDVxGD5fJHmLTmdEgT9GFatAKFNg6sHh8A,0.000003,24000,1900,down,2023-09-15 16:14:59.751
2339,"8ymi88q5DtmdNTn2sPRNFkvMkszMHuLJ1e3RVdWjPa3s",0.00001,102400,658.23,"",2023-09-15 16:15:07.486
2340,"3jzdrXXKxwkBk82u2eCWASZLCKoZs1LQTg87HBEAmBJw",0.0,1300,0.204929,"",2023-09-15 16:15:14.855
2341,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,0.04164,8600000,103900,down,2023-09-15 16:15:22.608
2342,DjPt6xxMoZx1DyyWUHGs4mwqWWX48Fwf6ZJgqv2F9qwc,0.00058,0,19.13,down,2023-09-15 16:15:30.938
2343,Dhg9XnzJWzSQqH2aAnhPTEJHGQAkALDfD98MA499A7pa,0.000005,12300,7.84,"",2023-09-15 16:15:38.456
2344,"2wmKXX1xsxLfrvjEPrt2UHiqj8Gbzwxvffr9qmNjsw8g",0.005453,0,17100,down,2023-09-15 16:15:46.205
2345,Uuc6hiKT9Y6ASoqs2phonGGw2LAtecfJu9yEohppzWH,0.00001,0,75.46,down,2023-09-15 16:15:53.232
2346,"6JdcMdhqgCtcP4U9tieRqmKLhPLxRMLC67QfmdXAJBvZ",0.0,0.01180309,1.42,"",2023-09-15 16:16:10.919
